"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"decals/ball_tunisia/desc";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"За выполнение достижений ""Охота за мячом"".
<color=@warningTextColor>Подробности на сайте www.warthunder.ru</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"“\t‘\t点\t’\t球\t大\t战\t”\t成\t就\t奖\t励\t
<color=@warningTextColor>\t登\t陆\t www.warthunder.com \t了\t解\t更\t多\t相\t关\t信\t息\t。\t</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";;
"decals/ball_uk/desc";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"За выполнение достижений ""Охота за мячом"".
<color=@warningTextColor>Подробности на сайте www.warthunder.ru</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"“\t‘\t点\t’\t球\t大\t战\t”\t成\t就\t奖\t励\t
<color=@warningTextColor>\t登\t陆\t www.warthunder.com \t了\t解\t更\t多\t相\t关\t信\t息\t。\t</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";;
"decals/ball_urugvay/desc";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"За выполнение достижений ""Охота за мячом"".
<color=@warningTextColor>Подробности на сайте www.warthunder.ru</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"“\t‘\t点\t’\t球\t大\t战\t”\t成\t就\t奖\t励\t
<color=@warningTextColor>\t登\t陆\t www.warthunder.com \t了\t解\t更\t多\t相\t关\t信\t息\t。\t</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";"""Spot the Ball"" achievement.
<color=@warningTextColor>Learn more on www.warthunder.com</color>";;
"decals/ball_argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Мяч Аргентины";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"阿\t根\t廷\t足\t球";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";"Soccer Ball of Argentina";;
"decals/ball_australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Мяч Австралии";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"澳\t大\t利\t亚\t足\t球";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";"Soccer Ball of Australia";;
"decals/ball_belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Мяч Бельгии";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"比\t利\t时\t足\t球";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";"Soccer Ball of Belgium";;
"decals/ball_brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Мяч Бразилии";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"巴\t西\t足\t球";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";"Soccer Ball of Brazil";;
"decals/ball_colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Мяч Колумбии";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"哥\t伦\t比\t亚\t足\t球";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";"Soccer Ball of Colombia";;
"decals/ball_costa_rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Мяч Коста-Рики";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"哥\t斯\t达\t黎\t加\t足\t球";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";"Soccer Ball of Costa Rica";;
"decals/ball_croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Мяч Хорватии";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"克\t罗\t地\t亚\t足\t球";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";"Soccer Ball of Croatia";;
"decals/ball_denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Мяч Дании";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"丹\t麦\t足\t球";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";"Soccer Ball of Denmark";;
"decals/ball_egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Мяч Египта";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"埃\t及\t足\t球";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";"Soccer Ball of Egypt";;
"decals/ball_france";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Мяч Франции";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"法\t国\t足\t球";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";"Soccer Ball of France";;
"decals/ball_germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Мяч Германии";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"德\t国\t足\t球";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";"Soccer Ball of Germany";;
"decals/ball_iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Мяч Исландии";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"冰\t岛\t足\t球";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";"Soccer Ball of Iceland";;
"decals/ball_iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Мяч Ирана";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"伊\t朗\t足\t球";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";"Soccer Ball of Iran";;
"decals/ball_japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Мяч Японии";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"日\t本\t足\t球";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";"Soccer Ball of Japan";;
"decals/ball_mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Мяч Мексики";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"墨\t西\t哥\t足\t球";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";"Soccer Ball of Mexico";;
"decals/ball_morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Мяч Марокко";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"摩\t洛\t哥\t足\t球";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";"Soccer Ball of Morocco";;
"decals/ball_nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Мяч Нигерии";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"尼\t日\t利\t亚\t足\t球";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";"Soccer Ball of Nigeria";;
