"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"clan/rankConditionType";"Ranks should meet:";"Le rang doit être de :";"L'era deve essere:";"Kriterium:";"Rangos deben cumplir:";"Ранги должны удовлетворять:";"Wymagania:";"Požadovaná úroveň:";"Şu rütbeler karşılanmalıdır:";"等\t级\t要\t求\t：";"必要\tランク:";"Ranks should meet:";"Ranks should meet:";"Ранги мають задовольняти:";"Uslovi koje treba ispuniti:";"Megfelelés";"필요 랭크:";"Рангі мусяць адпавядаць:";"Nivel necesar:";"等級應該符合:";"等\t级\t要\t求\t：";;
"clan/minRankCondType_or";"At least one condition";"Au moins une condition";"Almeno una condizione";"Mindestens eine Anforderung erfüllt";"Al menos una condición";"Хотя бы одному условию";"Co najmniej jeden warunek";"Alespoň jedna podmínka";"En az bir koşulda";"择\t一\t条\t件";"どれか\t1\tつの\t条件";"At least one condition";"At least one condition";"Хоча б одній умові";"Barem jedan uslov";"legalább egy követelménynek";"최소 1개 만족시";"Прынамсі адной з умоў";"Cel puțin o condiție";"至少符合其中一個條件";"择\t一\t条\t件";;
"clan/minRankCondTypeTooltip_or";"If several rank conditions are set, a candidate has to meet at least one of them.";"Si plusieurs conditions de rang sont requises, un candidat doit en satisfaire une au minimum.";"Se sono impostate diverse condizioni per le ere, il candidato deve almeno soddisfarne una.";"Sollten mehrere Anforderungen an die freigeschalteten Ränge der Bewerber gestellt werden, muss mindestens eine Anforderung erfüllt werden.";"Si se establecen varias condiciones de rango, el candidato debe cumplir con al menos una de ellas.";"Если установлены несколько требований к рангу техники, то кандидат должен будет иметь нужный ранг хотя бы по одному пункту.";"Gdy ustalono kilka warunków odnośnie ery, kandydat musi spełniać co najmniej jeden z nich.";"Je-li nastaveno několik podmínek pro úroveň, kandidát musí splňovat alespoň jednu z nich";"Eğer birkaç seviye koşulu belirlerseniz, bunlardan en az birini karşılayan bir aday olmalıdır.";"若\t同\t时\t设\t置\t了\t多\t个\t条\t件\t，\t申\t请\t人\t达\t到\t其\t中\t之\t一\t即\t可\t。";"条件が\t複数設定されていた\t場合、\tその\t内一つを\t満たさなければならない。";"If several rank conditions are set, a candidate has to meet at least one of them.";"If several rank conditions are set, a candidate has to meet at least one of them.";"Якщо встановлено декілька вимог до рангу техніки, то кандидат повинен мати потрібний ранг хоча б по одному пункту.";"Ako je više uslova zadato, kandidat mora ispuniti barem jedan.";"Ha több rangkövetelmény van beállítva, a jelentkezőnek legalább egynek meg kell felelnie.";"랭크 조건이 여러 개 설정된 경우 지원자는 최소 1개의 조건을 만족해야 합니다.";"Калі да рангу тэхнікі зададзены некалькі патрабаванняў, то кандыдат павінен мець патрэбны ранг хаця б па адным з іх.";"Dacă sunt setate mai multe condiții de ranguri, candidatul ar trebui să îndeplinească cel puțin una.";"若同時設置了多個條件，申請人達到其中一個條件即可";"若\t同\t时\t设\t置\t了\t多\t个\t条\t件\t，\t申\t请\t人\t达\t到\t其\t中\t之\t一\t即\t可\t。";;
"clan/minRankCondType_and";"All conditions";"Toutes les conditions";"Tutte le condizioni";"Alle Anforderungen erfüllt";"Todas las condiciones";"Всем условиям";"Wszystkie warunki";"Všechny podmínky";"Tüm koşullar";"全\t部\t条\t件";"全ての\t条件";"All conditions";"All conditions";"Всім умовам";"Svi uslovi";"minden követelménynek";"모든 조건 만족시";"Усім умовам";"Toate condițiile";"全部條件";"全\t部\t条\t件";;
"clan/minRankCondTypeTooltip_and";"If several rank conditions are set, a candidate has to meet all of them.";"Si plusieurs conditions de rang sont requises, un candidat doit toutes les satisfaire.";"Se sono impostate diverse condizioni per le ere, il candidato deve soddisfarle tutte.";"Sollten mehrere Anforderungen an die freigeschalteten Ränge der Bewerber gestellt werden, müssen alle Anforderungen erfüllt werden.";"Si se establecen condiciones de rango, el candidato debe cumplir con todas ellas.";"Если установлены несколько требований к рангу техники, то кандидат должен будет иметь нужный ранг по всем пунктам.";"Gdy ustalono kilka warunków odnośnie ery, kandydat musi spełniać je wszystkie.";"Je-li nastaveno několik podmínek pro úroveň, kandidát musí splňovat všechny z nich";"Eğer birkaç seviye koşulu belirlerseniz, bunların tümünü karşılayan bir aday olmalıdır.";"若\t同\t时\t设\t置\t了\t多\t个\t条\t件\t，\t申\t请\t人\t需\t达\t到\t全\t部\t条\t件\t。";"条件が\t複数設定されている\t場合、\t全てを\t満たさなければならない。";"If several rank conditions are set, a candidate has to meet all of them.";"If several rank conditions are set, a candidate has to meet all of them.";"Якщо встановлено декілька вимог до рангу техніки, то кандидат повинен мати потрібний ранг за всіма пунктами.";"Ako je više uslova zadato, kandidat mora ispuniti sve uslove.";"Ha több rangkövetelmény van beállítva, a jelentkezőnek mindnek meg kell felelnie.";"랭크 조건이 여러 개 설정된 경우 지원자는 모든 조건을 만족해야 합니다.";"Калі да рангу тэхнікі зададзены некалькі патрабаванняў, то кандыдат павінен мець патрэбны ранг хаця б па ўсіх з іх.";"Dacă sunt setate mai multe condiții de ranguri, candidatul ar trebui să le îndeplinească pe toate.";"若同時設置了多個條件，申請人需達到全部的條件";"若\t同\t时\t设\t置\t了\t多\t个\t条\t件\t，\t申\t请\t人\t需\t达\t到\t全\t部\t条\t件\t。";;
"clan/battlesSelect_arcade";"Minimum battles [AB]";"Batailles minimum [AB]";"Battaglie minime [AB]";"Mindestanzahl Schlachten [AB]";"Mínimo de batallas [AB]";"Минимальное число боёв [АБ]";"Minimum rozegranych bitew [AB]";"Minimální bitvy [AB]";"Asgari Savaşlar [AB]";"任\t务\t完\t成\t数\t（\t街\t机\t）";"ミニマムバトル[AB]";"Minimum battles [AB]";"Minimum battles [AB]";"Мінімальна кількість боїв [АБ]";"Minimum bitaka [AB]";"Árkád csaták minimális száma";"최소 전투 수 [AB]";"Мінімальная колькасць баёў [АБ]";"Minim lupte [LA]";"最小戰鬥 [AB]";"任\t务\t完\t成\t数\t（\t标\t准\t）";;
"clan/battlesSelect_historical";"Minimum battles [RB]";"Batailles minimum [RB]";"Battaglie minime [RB]";"Mindestanzahl Schlachten [RB]";"Mínimo de batallas [RB]";"Минимальное число боёв [РБ]";"Minimum rozegranych bitew [RB]";"Minimální bitvy [RB]";"Asgari Savaşlar [RB]";"任\t务\t完\t成\t数\t（\t历\t史\t）";"ミニマムバトル[RB]";"Minimum battles [RB]";"Minimum battles [RB]";"Мінімальна кількість боїв [РБ]";"Minimum bitaka [RB]";"Realisztikus csaták minimális száma";"최소 전투 수 [RB]";"Мінімальная колькасць баёў [РБ]";"Minim lupte [LR]";"最低戰鬥[RB]";"任\t务\t完\t成\t数\t（\t历\t史\t）";;
"clan/battlesSelect_simulation";"Minimum battles [SB]";"Batailles minimum [SB]";"Battaglie minime [SB]";"Mindestanzahl Schlachten [SB]";"Mínimo de batallas [SB]";"Минимальное число боёв [СБ]";"Minimum rozegranych bitew [SB]";"Minimální bitvy [SB]";"Asgari Savaşlar [SB]";"任\t务\t完\t成\t数\t（\t全\t真\t）";"ミニマムバトル[SB]";"Minimum battles [SB]";"Minimum battles [SB]";"Мінімальна кількість боїв [СБ]";"Minimum bitaka [SB]";"Szimulátor csaták minimális száma";"최소 전투 수 [SB]";"Мінімальная колькасць баёў [СБ]";"Minim lupte [LS]";"最低戰鬥[SB]";"任\t务\t完\t成\t数\t（\t全\t真\t）";;
"clan/autoAcceptMembershipOn";"Auto-accept membership applications";"Accepter les demandes d'adhésion automatiquement";"Accetta automaticamente le domande di adesione";"Bewerbungen automatisch akzeptieren";"Aceptar solicitudes de membresía automáticamente";"Автоматически принимать заявки";"Akceptuj wnioski o członkostwo automatycznie";"Automaticky přijímat žádosti o členství";"Üyelik başvurularını otomatikman kabul et";"自\t动\t通\t过\t所\t有\t入\t队\t申\t请\t。";"入隊自動承認";"Auto-accept membership applications";"Auto-accept membership applications";"Автоматично приймати заявки";"Automatski prihvatiti aplikacije";"Felvételi kérelmek automatikus elfogadása";"전입 자동 수락";"Аўтаматычна прымаць заяўкі";"Acceptare automată candidaturi";"自動通過會員申請";"自\t动\t通\t过\t所\t有\t入\t队\t申\t请\t。";;
"clan/autoAcceptMembershipOff";"Auto-filter membership applications, accept manually";"Filtrer automatiquement les demandes d'adhésion, accepter manuellement";"Filtra automaticamente le domande di adesione, accettazione manuale";"Bewerbungen manuell akzeptieren";"Auto-filtrar solicitudes de membresía, aceptar manualmente";"Автоматически фильтровать заявки, принимать вручную";"Filtruj wnioski automatycznie, akceptuj ręcznie";"Automaticky filtrovat žádosti o členství, přijímat ručně";"Üyelik başvurularını otomatikman filtrele, manuel olarak kabul et";"自\t动\t过\t滤\t入\t队\t申\t请\t，\t但\t须\t手\t动\t通\t过\t。";"入隊手動承認";"Auto-filter membership applications, accept manually";"Auto-filter membership applications, accept manually";"Автоматично фільтрувати заявки, приймати вручну";"Automatski filtrirane aplikacije, prihvatiti ručno";"Felvételi kérelmek szűrése automatikusan, elfogadása manuálisan";"전입 자동 필터링, 수동 수락";"Аўтаматычна фільтраваць заяўкі, прымаць уручную";"Filtrare automată candidaturi, acceptare manuală";"自動過濾會員申請，但是需要手動通過";"自\t动\t过\t滤\t入\t队\t申\t请\t，\t但\t须\t手\t动\t通\t过\t。";;
"clan/autoAcceptMembershipTooltip";"All membership applications meeting these conditions will be auto-accepted.";"Toutes les demandes d'adhésion remplissant ces conditions seront acceptées automatiquement.";"Tutte le domande di adesione che soddisfano queste condizioni saranno accettate automaticamente.";"Alle Bewerbungen auf Mitgliedschaft, die die Anforderungen erfüllen, werden automatisch akzeptiert.";"Todas las solicitudes de membresía que cumplan estas condiciones serán aceptadas automáticamente.";"Все кандидаты, удовлетворяющие условиям вступления, будут приняты автоматически.";"Wszystkie wnioski o członkostwo spełniające ustalone wymaganie będą automatycznie akceptowane.";"Všechny žádosti o členství splňující tyto podmínky budou automaticky přijaty";"Koşullara uyan tüm üyelik başvuruları otomatik olarak kabul edilecektir.";"自\t动\t通\t过\t满\t足\t过\t滤\t条\t件\t的\t所\t有\t入\t队\t申\t请\t。";"条件が\t満たされていると\t自動的に\t承認する。";"All membership applications meeting these conditions will be auto-accepted.";"All membership applications meeting these conditions will be auto-accepted.";"Усі кандидати, що задовольняють умовам вступу, будуть прийняті автоматично.";"Sve članske aplikacije koje zadovoljavaju ove uslove će biti automatski prihvaćene.";"A követelményeknek megfelelő kérelmek automatikus elfogadása.";"조건을 만족하는 지원자는 자동으로 전입 수락됩니다.";"Заявы ўсіх кандыдатаў, якія задавальняюць патрабаванні на ўступ, будуць прымацца аўтаматычна.";"Toți candidații care îndeplinesc aceste condiții vor fi acceptați automat.";"自動通過滿足篩選條件的會員申請";"自\t动\t通\t过\t满\t足\t过\t滤\t条\t件\t的\t所\t有\t入\t队\t申\t请\t。";;
"clan/noAutoAcceptMembershipTooltip";"All membership applications not meeting these conditions will be auto-rejected.";"Toutes les demandes d'adhésion remplissant ces conditions seront rejetées automatiquement.";"Tutte le domande di adesione che non soddisfano queste condizioni saranno respinte automaticamente.";"Alle Bewerbungen auf Mitgliedschaft, die die Anforderungen NICHT erfüllen, werden automatisch abgelehnt.";"Todas las solicitudes de membresía que no cumplan estas condiciones serán rechazadas automáticamente.";"Всем кандидатам, не удовлетворяющим условиям вступления, будет отказано автоматически.";"Wnioski o członkostwo graczy nie spełniających tych wymagań będą automatycznie odrzucane.";"Všechny žádosti o členství nesplňující tyto podmínky budou automaticky odmítnuty";"Koşullara uymayan tüm üyelik başvuruları otomatik olarak red edilecektir.";"自\t动\t拒\t绝\t不\t满\t足\t过\t滤\t条\t件\t的\t所\t有\t入\t队\t申\t请\t。";"条件を\t満たさない\t入隊希望者は\t自動的に\t拒否されます。";"All membership applications not meeting these conditions will be auto-rejected.";"All membership applications not meeting these conditions will be auto-rejected.";"Автоматична відмова всім заявкам, що не задовольняють умовам вступу.";"Sve aplikacije za članstvo koje ne ispunjavaju ove uslove će biti automatski odbijene.";"A követelményeknek nem megfelelő kérelmek automatikus elutasítása.";"조건에 맞지 않는 신청자는 자동으로 탈락됩니다.";"Заявы ўсіх кандыдатаў, якія не задавальняюць патрабаванні на ўступ, будуць адхіляцца аўтаматычна.";"Toți candidații care nu îndeplinesc aceste condiții vor fi refuzați automat.";"自動拒絕不符合篩選條件的會員申請";"自\t动\t拒\t绝\t不\t满\t足\t过\t滤\t条\t件\t的\t所\t有\t入\t队\t申\t请\t。";;
