"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"jap_seamanship_badge/name";"Seamanship Proficiency Badge";"Insigne de Compétence en Mer";"Distintivo di competenza di arte marinaresca";"Abzeichen für tüchtige Seeleute";"Insignia de Competencia en Navegación";"Нагрудный знак моряка";"Seamanship Proficiency Badge";"Seamanship Proficiency Badge";"Seamanship Proficiency Badge";"操\t舵\t优\t等\t章";"海軍優等徽章";"Distintivo Proficiência do Marinheiro";"Нагрудний знак моряка";"Seamanship Proficiency Badge";"Seamanship Proficiency Badge";"조타 우수 배지";"Seamanship Proficiency Badge";"Insigna marinarului eficient";"操\t舵\t優\t等\t徽\t章";"  ";;
"jap_seamanship_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_sacred_treasure_order_8_class/name";"Order of the Sacred Treasure 8th class";"Ordre du Trésor sacré 8e Classe";"Ordine del Sacro Tesoro VIII Classe";"Orden des Heiligen Schatzes 8. Klasse";"Orden del tesoro sagrado de 8va clase";"Орден Священного сокровища 8 степени";"Order Świętego Skarbu VIII klasy";"Order of the Sacred Treasure 8th class";"Order of the Sacred Treasure 8th class";"勋\t八\t等\t瑞\t宝\t章";"勲八等瑞宝章";"Ordem do Tesouro Sagrado 8ª Classe";"Орден Святого скарбу 8 ступеня";"Order of the Sacred Treasure 8th class";"Szent Kincs rend VIII. osztály";"훈팔등서보장";"Order of the Sacred Treasure 8th class";"Ordinul Comorii Sacre clasa 8";"勳\t八\t等\t瑞\t寶\t章";"  ";;
"jap_sacred_treasure_order_8_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_sacred_treasure_order_7_class/name";"Order of the Sacred Treasure 7th class";"Ordre du Trésor sacré 7e Classe";"Ordine del Sacro Tesoro VII Classe";"Orden des Heiligen Schatzes 7. Klasse";"Orden del tesoro sagrado de 7ma clase";"Орден Священного сокровища 7 степени";"Order Świętego Skarbu VII klasy";"Order of the Sacred Treasure 7th class";"Order of the Sacred Treasure 7th class";"勋\t七\t等\t瑞\t宝\t章";"勲七等瑞宝章";"Ordem do Tesouro Sagrado 7ª Classe";"Орден Святого скарбу 7 ступеня";"Order of the Sacred Treasure 7th class";"Szent Kincs rend VII. osztály";"훈칠등서보장";"Order of the Sacred Treasure 7th class";"Ordinul Comorii Sacre clasa 7";"勳\t七\t等\t瑞\t寶\t章";"  ";;
"jap_sacred_treasure_order_7_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_sacred_treasure_order_6_class/name";"Order of the Sacred Treasure 6th class";"Ordre du Trésor sacré 6e Classe";"Ordine del Sacro Tesoro VI Classe";"Orden des Heiligen Schatzes 6. Klasse";"Orden del tesoro sagrado de 6ta clase";"Орден Священного сокровища 6 степени";"Order Świętego Skarbu VI klasy";"Order of the Sacred Treasure 6th class";"Order of the Sacred Treasure 6th class";"勋\t六\t等\t瑞\t宝\t章";"勲六等瑞宝章";"Ordem do Tesouro Sagrado 6ª Classe";"Орден Святого скарбу 6 ступеня";"Order of the Sacred Treasure 6th class";"Szent Kincs rend VI. osztály";"훈육등서보장";"Order of the Sacred Treasure 6th class";"Ordinul Comorii Sacre clasa 6";"勳\t六\t等\t瑞\t寶\t章";"  ";;
"jap_sacred_treasure_order_6_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_sacred_treasure_order_5_class/name";"Order of the Sacred Treasure 5th class";"Ordre du Trésor sacré 5e Classe";"Ordine del Sacro Tesoro V Classe";"Orden des Heiligen Schatzes 5. Klasse";"Orden del tesoro sagrado de 5ta clase";"Орден Священного сокровища 5 степени";"Order Świętego Skarbu V klasy";"Order of the Sacred Treasure 5th class";"Order of the Sacred Treasure 5th class";"勋\t五\t等\t瑞\t宝\t章";"勲五等瑞宝章";"Ordem do Tesouro Sagrado 5ª Classe";"Орден Святого скарбу 5 ступеня";"Order of the Sacred Treasure 5th class";"Szent Kincs rend V. osztály";"훈오등서보장";"Order of the Sacred Treasure 5th class";"Ordinul Comorii Sacre clasa 5";"勳\t五\t等\t瑞\t寶\t章";"  ";;
"jap_sacred_treasure_order_5_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_rising_sun_order_8_class/name";"Order of the Rising Sun 8th Class";"Ordre du Soleil Levant 8e Classe";"Ordine del Sol Levante VIII Classe";"Orden der Aufgehenden Sonne 8. Klasse";"Orden del Sol Naciente de 8ª clase";"Орден Восходящего солнца 8 степени";"Order Wschodzącego Słońca VIII klasy";"Order of the Rising Sun 8th Class";"Order of the Rising Sun 8th Class";"勋\t八\t等\t白\t色\t桐\t叶\t章";"勲八等旭日章";"Ordem do Sol Nascente 8ª Classe";"Орден Вранішнього сонця 8 ступеня";"Order of the Rising Sun 8th Class";"Felkelő Nap érdemrend VIII. osztály";"훈8등쌍광욱일장";"Order of the Rising Sun 8th Class";"Ordinul Soarelui Răsare clasa 8";"勳\t八\t等\t白\t色\t桐\t花\t章";"  ";;
"jap_rising_sun_order_8_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_rising_sun_order_7_class/name";"Order of the Rising Sun 7th Class";"Ordre du Soleil Levant 7e Classe";"Ordine del Sol Levante VII Classe";"Orden der Aufgehenden Sonne 7. Klasse";"Orden del Sol Naciente de 7ª clase";"Орден Восходящего солнца 7 степени";"Order Wschodzącego Słońca VII klasy";"Order of the Rising Sun 7th Class";"Order of the Rising Sun 7th Class";"勋\t七\t等\t青\t色\t桐\t叶\t章";"勲七等旭日章";"Ordem do Sol Nascente 7ª Classe";"Орден Вранішнього сонця 7 ступеня";"Order of the Rising Sun 7th Class";"Felkelő Nap érdemrend VII. osztály";"훈7등쌍광욱일장";"Order of the Rising Sun 7th Class";"Ordinul Soarelui Răsare clasa 7";"勳\t七\t等\t青\t色\t桐\t葉\t章";"  ";;
"jap_rising_sun_order_7_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_rising_sun_order_6_class/name";"Order of the Rising Sun 6th Class";"Ordre du Soleil Levant 6e Classe";"Ordine del Sol Levante VI Classe";"Orden der Aufgehenden Sonne 6. Klasse";"Orden del Sol Naciente de 6ª clase";"Орден Восходящего солнца 6 степени";"Order Wschodzącego Słońca VI klasy";"Order of the Rising Sun 6th Class";"Order of the Rising Sun 6th Class";"勋\t六\t等\t单\t光\t旭\t日\t章";"勲六等旭日章";"Ordem do Sol Nascente 6ª Classe";"Орден Вранішнього сонця 6 ступеня";"Order of the Rising Sun 6th Class";"Felkelő Nap érdemrend VI. osztály";"훈6등쌍광욱일장";"Order of the Rising Sun 6th Class";"Ordinul Soarelui Răsare clasa 6";"勳\t六\t等\t單\t光\t旭\t日\t章";"  ";;
"jap_rising_sun_order_6_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_sun/name";"Order of the Rising Sun 5th Class";"Ordre du Soleil Levant 5e classe";"Kun go tō kyokujitsu akira";"Orden der Aufgehenden Sonne 5. Klasse";"Orden del sol naciente de 5ª clase";"Орден Восходящего солнца 5 степени";"Order Wschodzącego Słońca V klasy";"Řád vycházejícího slunce 5. třídy";"5. Sınıf Yükselen Güneşin Adalet Nişanı";"勋\t五\t等\t双\t光\t旭\t日\t章";"勲五等旭日章";"Kun Gotou Kyokujitushou gotou (Ordem do Sol Nascente de 5ª Classe)";"Орден Висхідного сонця 5-го ступеня";"Orden Izlazećeg Sunca 5. Klase";"Felkelő Nap érdemrend V. osztály";"훈5등쌍광욱일장(勲五等双光旭日章)";"Ордэн Узыходнага сонца 5-й ступені";"Ordinul Soarelui Răsare clasa 5";"勳\t五\t等\t雙\t光\t旭\t日\t章";"  ";;
"jap_sun/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_reservist_badge/name";"Imperial Navy Reservist Officer's Rank Badge";"Insigne d'Officier Réserviste de la Marine Impériale";"Distintivo di Ufficiale Riservista della Marina Imperiale";"Abzeichen für Reserveoffiziere der Kaiserlichen Marine";"Insignia de grado de oficial de reserva de la Armada Imperial Japonesa";"Нагрудный знак ветерана ВМФ";"Imperial Navy Reservist Officer's Rank Badge";"Imperial Navy Reservist Officer's Rank Badge";"Imperial Navy Reservist Officer's Rank Badge";"帝\t国\t在\t乡\t军\t人\t会\t役\t员\t之\t徽\t章";"帝国海軍予備役士官の\t階級\tバッジ";"Distintivo de Oficial Reservista da Marinha Imperial ";"Нагрудний знак ветерана ВМФ";"Imperial Navy Reservist Officer's Rank Badge";"Császári Haditengerészet tartalékos tiszti jelvény";"제국해군재향군인회 배지";"Imperial Navy Reservist Officer's Rank Badge";"Insigna rangului de ofițer rezervist al Marinei Imperiale";"帝\t國\t在\t鄉\t軍\t人\t會\t役\t員\t之\t徽\t章";"  ";;
"jap_reservist_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_navy_pilot_badge_2_class/name";"Navy pilot badge 2nd class";"Insigne de pilote de la marine 2e Classe";"Distintivo di Pilota della Marina II Classe";"Abzeichen für Marinepiloten 2. Klasse";"Insignia de Piloto Naval 2da clase";"Нагрудный знак пилота ВМФ 2 класса";"Navy pilot badge 2nd class";"Navy pilot badge 2nd class";"Navy pilot badge 2nd class";"航\t空\t优\t等\t章";"海軍操縦士\tバッジ 2級";"Distintivo de Piloto Naval  2ª Classe";"Нагрудний знак пілота ВМФ 2 класу";"Navy pilot badge 2nd class";"Haditengerészeti pilótajelvény 2. osztály";"2급 해군 조종사 배지";"Navy pilot badge 2nd class";"Insigna pilotului marinei clasa 2";"航\t空\t優\t等\t章";"  ";;
"jap_navy_pilot_badge_2_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_navy_pilot_badge_1_class/name";"Navy pilot badge 1st class";"Insigne de pilote de la marine 1re Classe";"Distintivo di Pilota della Marina I Classe";"Abzeichen für Marinepiloten 1. Klasse";"Insignia de Piloto Naval 1ra clase";"Нагрудный знак пилота ВМФ 1 класса";"Navy pilot badge 1st class";"Navy pilot badge 1st class";"Navy pilot badge 1st class";"航\t空\t优\t等\t徽\t章";"海軍操縦士\tバッジ 1級";"Distintivo de Piloto Naval  1ª Classe";"Нагрудний знак пілота ВМФ 1 класу";"Navy pilot badge 1st class";"Haditengerészeti pilótajelvény 1. osztály";"1급 해군 조종사 배지";"Navy pilot badge 1st class";"Insigna pilotului marinei clasa 1";"航\t空\t優\t等\t徽\t章";"  ";;
"jap_navy_pilot_badge_1_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_khalkhingol_medal/name";"1931–34 China Incident War Medal";"Médaille de la Guerre Sino-Japonaise 1931-34";"Medaglia della Guerra Incidente in Cina 1931 – 34";"Medaille für den ""China-Zwischenfall 1931–1934""";"Medalla de Guerra de Incidente de China 1931-34";"Медаль За участие в маньчжурском инциденте";"1931–34 China Incident War Medal";"1931–34 China Incident War Medal";"1931–34 China Incident War Medal";"昭\t和\t六\t年\t乃\t至\t九\t年\t事\t变\t从\t军\t记\t章";"1931–34 支那事変従軍記章";"Medalha da Guerra Incidental da China 1931 - 34";"Медаль За участь в маньчжурському інциденті";"1931–34 China Incident War Medal";"1931–34 China Incident War Medal";"1931–34 중일전쟁 훈장";"1931–34 China Incident War Medal";"Medalia „Războiului cu China 1931-1934”";"昭\t和\t六\t年\t乃\t至\t九\t年\t事\t變\t從\t軍\t記\t章";"  ";;
"jap_khalkhingol_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_jaaf_officer_badge/name";"JAAF Pilot Badge of a superior officer pilot";"Insigne de pilote des Forces Aériennes de l'Armée (Officier supérieur)";"Distintivo pilota ufficiale superiore JAAF";"Pilotenabzeichen der Armeeluftstreitkräfte für höhere Offiziere";"Insignia de Piloto de las Fuerzas Aéreas del Ejército Japonés de un piloto oficial superior";"Нагрудный знак пилота (офицеры)";"JAAF Pilot Badge of a superior officer pilot";"JAAF Pilot Badge of a superior officer pilot";"JAAF Pilot Badge of a superior officer pilot";"飞\t行\t机\t操\t纵\t者\t徽\t章\t（将\t校\t徽\t章）";"日本陸軍航空隊優秀士官操縦士\tバッジ";"Distintivo de Piloto Oficial Superior da FAEIJ";"Нагрудний знак пілота (офіцери)";"JAAF Pilot Badge of a superior officer pilot";"JAAF Pilot Badge of a superior officer pilot";"일본 육군항공대 우수 조종사 배지";"JAAF Pilot Badge of a superior officer pilot";"Insigna pilotului ofițer superior al FAAJ";"飛\t行\t機\t操\t縱\t者\t徽\t章\t（將\t校\t徽\t章）";"  ";;
"jap_jaaf_officer_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_jaaf_nco_badge/name";"JAAF Pilot Badge (NCO)";"Insigne de pilote des Forces Aériennes de l'Armée (Sous-officier)";"Distintivo pilota JAAF (NCO)";"Pilotenabzeichen der Armeeluftstreitkräfte (Uffz)";"Insignia de Piloto de las Fuerzas Aéreas del Ejercito Japonés (NCO)";"Нагрудный знак пилота (рядовой состав)";"JAAF Pilot Badge (NCO)";"JAAF Pilot Badge (NCO)";"JAAF Pilot Badge (NCO)";"飞\t行\t机\t操\t纵\t者\t徽\t章\t（下\t士\t官\t徽\t章）";"JAAF 操縦士\tバッジ (NCO)";"Distintivo de Piloto Suboficial da FAEIJ";"Нагрудний знак пілота (рядовий склад)";"JAAF Pilot Badge (NCO)";"JAAF Pilot Badge (NCO)";"일본 육군항공대 조종사 배지 (NCO)";"JAAF Pilot Badge (NCO)";"Insignă pilot (NCO) FAAJ";"飛\t行\t機\t操\t縱\t者\t徽\t章\t（下\t士\t官\t徽\t章）";"  ";;
"jap_jaaf_nco_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_gunner_bomber_badge/name";"Gunner bomber Navy Badge";"Insigne d'Artilleur Bombardier de la Marine ";"Distintivo per la competenza in artiglieria navale (II Classe)";"Marineabzeichen für Bordschützen ";"Insignia de Artillero de Bombardero Naval";"Нагрудный знак артиллериста бомбардира ВМФ";"Gunner bomber Navy Badge";"Gunner bomber Navy Badge";"Gunner bomber Navy Badge";"舰\t炮\t射\t击\t优\t等\t章";"砲手爆撃手海軍\tバッジ";"Distintivo de Artilheiro Bombardeiro da Marinha ";"Нагрудний знак артилериста бомбардира ВМФ";"Gunner bomber Navy Badge";"Gunner bomber Navy Badge";"해군 폭격기 사수 배지";"Gunner bomber Navy Badge";"Insigna trăgătorului din bombardiere ale marinei";"艦\t炮\t射\t擊\t優\t等\t章 ";"  ";;
"jap_gunner_bomber_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_golden_kite_order_7_class/name";"Order of the Golden Kite 7th Class";"Ordre du cerf-volant d'or 7e classe";"Ordine del Nibbio d'Oro VII Classe";"Verdienstorden der goldenen Weihe 7. Klasse";"Orden del Milano Dorado 7ª clase";"Орден Золотого коршуна 7 степени";"Order Złotej Kani VII klasy";"Order of the Golden Kite 7th Class";"Order of the Golden Kite 7th Class";"功\t七\t级\t金\t鸱\t勋\t章";"第七等金鵄勲章";"Ordem do Milhafre Dourado 7ª Classe";"Орден Золотого сокола 7-го ступеня";"Order of the Golden Kite 7th Class";"Aranysárkány érdemrend VII. osztály";"공7급금치훈장(功七級金鵄勲章)";"Order of the Golden Kite 7th Class";"Ordinul Uliul de Aur clasa 7";"功\t七\t級\t金\t鴟\t勳\t章";"  ";;
"jap_golden_kite_order_7_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_golden_kite_order_6_class/name";"Order of the Golden Kite 6th Class";"Ordre du cerf-volant d'or 6e classe";"Ordine del Nibbio d'Oro VI Classe";"Verdienstorden der goldenen Weihe 6. Klasse";"Orden del Milano Dorado 6ª clase";"Орден Золотого коршуна 6 степени";"Order Złotej Kani VI klasy";"Order of the Golden Kite 6th Class";"Order of the Golden Kite 6th Class";"功\t六\t级\t金\t鸱\t勋\t章";"第六等金鵄勲章";"Ordem do Milhafre Dourado 6ª Classe";"Орден Золотого сокола 6-го ступеня";"Order of the Golden Kite 6th Class";"Aranysárkány érdemrend VI. osztály";"공6급금치훈장(功六級金鵄勲章)";"Order of the Golden Kite 6th Class";"Ordinul Uliul de Aur clasa 6";"功\t六\t級\t金\t鴟\t勳\t章";"  ";;
"jap_golden_kite_order_6_class/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_gold/name";"Order of the Golden Kite 5th Class";"Ordre du cerf-volant d'or 5e classe";"Dai go tō kinshikunshō";"Verdienstorden der goldenen Weihe 5. Klasse";"Orden del Milano Dorado 5ª clase";"Орден Золотого коршуна 5 степени";"Order Złotego Sokoła V klasy";"Řád zlatého luňáka 5. třídy";"5. Sınıf Altın Adalet Kalkanı";"功\t五\t级\t金\t鸱\t勋\t章";"第五等金鵄勲章";"Dai Gotou Kinkukunshou gotou (Ordem de Kita de Ouro de 5ª Classe)";"Орден Золотого сокола 5-го ступеня";"Orden Zlatnog Zmaja 5. Klase";"Aranysárkány érdemrend V. osztály";"공5급금치훈장(功五級金鵄勲章)";"Ордэн Залатога сокала 5-й ступені";"Ordinul Uliul de Aur clasa 5";"功\t五\t級\t金\t鴟\t勳\t章";"  ";;
"jap_gold/desc";;;;;;;;;;;;;;;;;;;;;;
"jap_golden_kite_order_4_class/name";"Order of the Golden Kite 4th Class";"Ordre du cerf-volant d'or 4e classe";"Ordine del Nibbio d'Oro IV Classe";"Verdienstorden der goldenen Weihe 4. Klasse";"Orden del Milano Dorado 4ª clase";"Орден Золотого коршуна 4 степени";"Order Złotej Kani IV klasy";"Order of the Golden Kite 4th Class";"Order of the Golden Kite 4th Class";"功\t四\t级\t金\t鸱\t勋\t章";"第四等金鵄勲章";"Ordem do Milhafre Dourado 4ª Classe";"Орден Золотого сокола 4-го ступеня";"Order of the Golden Kite 4th Class";"Aranysárkány érdemrend IV. osztály";"공4급금치훈장(功四級金鵄勲章)";"Order of the Golden Kite 4th Class";"Ordinul Uliul de Aur clasa 4";"功\t四\t級\t金\t鴟\t勳\t章";"  ";;
